Node_ID,X,Y,Z
864,3.0,15.0,15.0
865,12.0,6.0,15.0
866,6.0,12.0,15.0
867,12.0,3.0,15.0
868,9.0,6.0,15.0
869,6.0,9.0,15.0
870,3.0,12.0,15.0
871,9.0,3.0,15.0
872,3.0,8.9999999999999,15.0
873,6.0,5.9999999999999,15.0
874,3.0,5.9999999999999,15.0
875,6.0,3.0,15.0
876,3.0,3.0,15.0
877,3.0,45.0,15.0
878,6.0,45.0,15.0
879,9.0,45.0,15.0
880,12.0,45.0,15.0
881,15.0,45.0,15.0
882,15.0,42.0,15.0
883,15.0,39.0,15.0
884,15.0,36.0,15.0
885,15.0,33.0,15.0
886,15.0,30.0,15.0
887,15.0,27.0,15.0
888,15.0,24.0,15.0
889,15.0,21.0,15.0
890,15.0,18.0,15.0
891,15.0,15.0,15.0
892,18.0,15.0,15.0
893,21.0,15.0,15.0
894,24.0,15.0,15.0
895,27.0,15.0,15.0
896,30.0,15.0,15.0
897,33.0,15.0,15.0
898,36.0,15.0,15.0
899,39.0,15.0,15.0
900,42.0,15.0,15.0
901,45.0,15.0,15.0
902,45.0,12.0,15.0
903,45.0,9.0,15.0
904,45.0,6.0,15.0
905,45.0,3.0,15.0
906,45.0,-3.99732331e-14,15.0
907,42.0,-3.55271368e-14,15.0
908,39.0,-3.55271368e-14,15.0
909,36.0,-3.19744231e-14,15.0
910,33.0,-3.19744231e-14,15.0
911,30.0,-2.84217094e-14,15.0
912,27.0,-2.13162821e-14,15.0
913,24.0,-2.13162821e-14,15.0
914,21.0,-1.77635684e-14,15.0
915,18.0,-1.77635684e-14,15.0
916,15.0,-1.42108547e-14,15.0
917,12.0,-7.10542736e-15,15.0
918,9.0,-7.10542736e-15,15.0
919,6.0,-3.55271368e-15,15.0
920,3.0,-3.55271368e-15,15.0
921,-1.77392823e-14,-7.54951657e-14,15.0
922,-2.13162821e-14,2.9999999999999,15.0
923,-2.13162821e-14,5.9999999999999,15.0
924,-2.13162821e-14,8.9999999999999,15.0
925,-2.13162821e-14,12.0,15.0
926,-2.13162821e-14,15.0,15.0
927,-2.13162821e-14,18.0,15.0
928,-2.13162821e-14,21.0,15.0
929,-2.13162821e-14,24.0,15.0
930,-2.13162821e-14,27.0,15.0
931,-2.13162821e-14,30.0,15.0
932,-2.13162821e-14,33.0,15.0
933,-2.13162821e-14,36.0,15.0
934,-2.13162821e-14,39.0,15.0
935,-2.13162821e-14,42.0,15.0
936,-1.77392823e-14,45.0,15.0
